BinCenter_HU,PixelCount,MeanPred_HU
-1011.5,108326790.0,-989.1342249023646
-986.5,63773187.0,-984.418900061547
-961.5,34992110.0,-956.6354136967426
-936.5,41905467.0,-937.7970019154595
-911.5,38080256.0,-920.0163271150399
-886.5,23771967.0,-904.8871198779428
-861.5,17979050.0,-889.3500887433869
-836.5,12931271.0,-872.8189205406348
-811.5,8962811.0,-854.4767420621204
-786.5,6153836.0,-834.0037023119056
-761.5,4301469.0,-810.6673615457686
-736.5,3137777.0,-784.3778209347875
-711.5,2407275.0,-755.7323717880768
-686.5,1939834.0,-725.8179851117038
-661.5,1624043.0,-695.7831862633195
-636.5,1404542.0,-666.3456473276291
-611.5,1239695.0,-637.4588497079691
-586.5,1116927.0,-609.3872522291251
-561.5,1023417.0,-581.3678061806296
-536.5,943062.0,-553.7304494555508
-511.5,882355.0,-525.0922724858979
-486.5,831351.0,-495.38776268066556
-461.5,797400.0,-464.38456381662644
-436.5,779854.0,-430.98203220980884
-411.5,781389.0,-394.72609629326
-386.5,809733.0,-354.39273769697417
-361.5,875953.0,-311.33165108355894
-336.5,995447.0,-266.2921686862281
-311.5,1204919.0,-222.30981970331177
-286.5,1555477.0,-183.28151604584062
-261.5,2132879.0,-152.32196276553847
-236.5,3062338.0,-129.906938101211
-211.5,4509843.0,-114.72411671393937
-186.5,6626563.0,-104.2828744440957
-161.5,9449163.0,-96.36907345436936
-136.5,15690863.0,-94.48640844370755
-111.5,32972315.0,-94.62945369234201
-86.5,29782682.0,-77.56001360944964
-61.5,22497902.0,-53.07852041308535
-36.5,21385066.0,-31.234053778415387
-11.5,22037069.0,-10.44462615313685
13.5,23720463.0,8.86157583907616
38.5,26446250.0,26.95995287084773
63.5,23003218.0,40.323596861328866
88.5,16255628.0,52.372130307981024
113.5,12750198.0,67.82410401276813
138.5,8213242.0,79.37104139034952
163.5,5789757.0,100.65537606909146
188.5,4161909.0,126.06327577417913
213.5,2918187.0,152.53280312408648
238.5,2167580.0,182.8041364857386
263.5,1717158.0,214.86608401713403
288.5,1427374.0,246.07266773521772
313.5,1215060.0,275.40659378325773
338.5,1040238.0,302.89396022325116
363.5,889650.0,329.19452097916184
388.5,763529.0,355.0061569066081
413.5,660387.0,380.869763159157
438.5,575677.0,406.33378004971655
463.5,502491.0,432.0690227215745
488.5,448281.0,457.29291924257655
513.5,404719.0,483.20992661162455
538.5,367554.0,508.1643724112475
563.5,335258.0,532.843755399184
588.5,306823.0,557.2692610607751
613.5,282023.0,581.7940276692633
638.5,260259.0,606.5199793228437
663.5,237504.0,629.3605392024832
688.5,219030.0,653.5123627459976
713.5,203713.0,677.2933292140518
738.5,187653.0,700.5727015251648
763.5,174636.0,724.8932808894147
788.5,162293.0,749.1437313052122
813.5,150501.0,772.9099695140789
838.5,139620.0,797.1378372185826
863.5,129132.0,820.4737421465944
888.5,120565.0,843.4229869125721
913.5,112535.0,867.7593089072809
938.5,104543.0,891.4485663908276
963.5,96847.0,915.8122913913182
988.5,90013.0,938.8931731643754
1013.5,84059.0,962.6385073191825
1038.5,77531.0,987.0257188014411
1063.5,71673.0,1010.3370328218768
1088.5,65934.0,1033.2967774366903
1113.5,60569.0,1057.6745895262047
1138.5,54945.0,1081.484379841045
1163.5,49769.0,1105.514252931061
1188.5,44958.0,1129.8576412474995
1213.5,40395.0,1152.9924221699391
1238.5,35524.0,1176.3402221837757
1263.5,31649.0,1200.4007571271413
1288.5,27130.0,1224.1991334897584
1313.5,23303.0,1248.1906674949057
1338.5,19604.0,1270.7828208987164
1363.5,16647.0,1296.9693824601702
1388.5,14391.0,1320.8282892787674
1413.5,12232.0,1351.7856252706465
1438.5,10415.0,1378.1169329280185
1463.5,8728.0,1404.9625744841494
1488.5,7482.0,1435.3487924077683
1513.5,5830.0,1462.5382861076866
1538.5,4541.0,1487.644745928158
1563.5,3215.0,1510.077973921377
1588.5,2168.0,1532.5132504283722
1613.5,1414.0,1546.3128193338655
1638.5,1030.0,1574.0875980117946
1663.5,808.0,1606.0443418899386
1688.5,678.0,1636.9798701013435
1713.5,496.0,1663.6356946883664
1738.5,368.0,1704.4816851408584
1763.5,194.0,1651.4595928388771
1788.5,123.0,1653.300320757114
1813.5,65.0,1639.339522611178
1838.5,44.0,1690.2341280850496
1863.5,1131.0,1884.2954320663061
