BinCenter_HU,PixelCount,MeanPred_HU
-1011.5,108326790.0,-973.4794829330768
-986.5,63773187.0,-965.3552305610821
-961.5,34992110.0,-921.4841678881324
-936.5,41905467.0,-909.6499266790178
-911.5,38080256.0,-890.3157765798634
-886.5,23771967.0,-861.1938010851185
-861.5,17979050.0,-838.9094805342885
-836.5,12931271.0,-816.2178242185165
-811.5,8962811.0,-792.9330466747541
-786.5,6153836.0,-769.505293933735
-761.5,4301469.0,-745.9671658682186
-736.5,3137777.0,-722.2325216227922
-711.5,2407275.0,-699.0582251716152
-686.5,1939834.0,-675.3833982701613
-661.5,1624043.0,-652.0866750449342
-636.5,1404542.0,-628.5065815048606
-611.5,1239695.0,-604.5261794231645
-586.5,1116927.0,-580.2928042745856
-561.5,1023417.0,-556.2927799714095
-536.5,943062.0,-531.7687087381317
-511.5,882355.0,-507.0156750967581
-486.5,831351.0,-481.8789055404997
-461.5,797400.0,-456.6136719337848
-436.5,779854.0,-430.66972535884923
-411.5,781389.0,-404.3094067103581
-386.5,809733.0,-377.03968468618666
-361.5,875953.0,-349.9380503291843
-336.5,995447.0,-322.7736112520305
-311.5,1204919.0,-296.2845884246161
-286.5,1555477.0,-270.8176675064948
-261.5,2132879.0,-246.48477058473546
-236.5,3062338.0,-223.33500874168692
-211.5,4509843.0,-200.9501550275697
-186.5,6626563.0,-178.33752550153073
-161.5,9449163.0,-155.51744593674593
-136.5,15690863.0,-131.59819067950565
-111.5,32972315.0,-109.38940235163955
-86.5,29782682.0,-87.04868523929443
-61.5,22497902.0,-61.842631592936975
-36.5,21385066.0,-37.328522250059926
-11.5,22037069.0,-13.147632836290525
13.5,23720463.0,11.127492410245113
38.5,26446250.0,35.56456779316538
63.5,23003218.0,58.495698254044285
88.5,16255628.0,82.6866476029102
113.5,12750198.0,105.97811257519295
138.5,8213242.0,128.85930342731896
163.5,5789757.0,152.58869638224886
188.5,4161909.0,176.09515465138713
213.5,2918187.0,199.35122218007277
238.5,2167580.0,223.57452366233312
263.5,1717158.0,247.99674869755725
288.5,1427374.0,273.26260181283953
313.5,1215060.0,297.90797244580517
338.5,1040238.0,321.69524762602407
363.5,889650.0,346.0333479458214
388.5,763529.0,369.38324281068566
413.5,660387.0,392.7933272459936
438.5,575677.0,415.9010643121056
463.5,502491.0,439.8132503865741
488.5,448281.0,462.5975024593949
513.5,404719.0,487.30460887677623
538.5,367554.0,510.61786295347076
563.5,335258.0,532.594840391579
588.5,306823.0,557.0972384729959
613.5,282023.0,581.2979721512075
638.5,260259.0,606.9718741714984
663.5,237504.0,628.7924624427378
688.5,219030.0,652.6014198968178
713.5,203713.0,677.4922513536201
738.5,187653.0,699.7227489035614
763.5,174636.0,724.7750807393664
788.5,162293.0,749.0457321018158
813.5,150501.0,772.3045295380097
838.5,139620.0,797.1834980661796
863.5,129132.0,820.554773410154
888.5,120565.0,842.6743831128437
913.5,112535.0,869.3929799617897
938.5,104543.0,894.1519183493873
963.5,96847.0,918.3141140148895
988.5,90013.0,942.30497816982
1013.5,84059.0,965.6278447281077
1038.5,77531.0,990.9321432717236
1063.5,71673.0,1013.751761472242
1088.5,65934.0,1037.8925288925288
1113.5,60569.0,1062.6023873598706
1138.5,54945.0,1085.8355082355083
1163.5,49769.0,1116.7827764270933
1188.5,44958.0,1140.9193247030562
1213.5,40395.0,1163.1744770392374
1238.5,35524.0,1187.7823161806102
1263.5,31649.0,1212.3082877816046
1288.5,27130.0,1240.9862145226687
1313.5,23303.0,1268.1768441831523
1338.5,19604.0,1292.9214446031422
1363.5,16647.0,1316.2546404757613
1388.5,14391.0,1342.0169550413452
1413.5,12232.0,1372.3752452583387
1438.5,10415.0,1398.361017762842
1463.5,8728.0,1426.140925756187
1488.5,7482.0,1453.0588078053997
1513.5,5830.0,1479.463293310463
1538.5,4541.0,1507.668354987888
1563.5,3215.0,1532.7682737169519
1588.5,2168.0,1555.2559963099632
1613.5,1414.0,1585.1435643564357
1638.5,1030.0,1610.7155339805824
1663.5,808.0,1630.5173267326732
1688.5,678.0,1661.2094395280235
1713.5,496.0,1684.5584677419354
1738.5,368.0,1712.4076086956522
1763.5,194.0,1691.9278350515465
1788.5,123.0,1740.2845528455284
1813.5,65.0,1739.123076923077
1838.5,44.0,1769.0681818181818
1863.5,1131.0,1889.3987621573829
