PatientID,BodyType,NumSlices,Threshold_HU,NumPixels,MeanCorrectionAt130_HU,MinCorrectionAt130_HU,MaxCorrectionAt130_HU,FlipUp_Count,FlipUp_pct,FlipUp_MeanDistance_HU,FlipUp_Within1HU_pct,FlipUp_Within2HU_pct,FlipUp_Within5HU_pct,FlipUp_Within10HU_pct,FlipUp_Within20HU_pct,FlipDown_Count,FlipDown_pct,FlipDown_MeanDistance_HU,FlipDown_Within1HU_pct,FlipDown_Within2HU_pct,FlipDown_Within5HU_pct,FlipDown_Within10HU_pct,FlipDown_Within20HU_pct,NewDisagree_Count,NewDisagree_pct,NewDisagree_MeanDistance_HU,NewDisagree_Within1HU_pct,NewDisagree_Within2HU_pct,NewDisagree_Within5HU_pct,NewDisagree_Within10HU_pct,NewDisagree_Within20HU_pct,ResolvedDisagree_Count,ResolvedDisagree_pct,ResolvedDisagree_MeanDistance_HU,ResolvedDisagree_Within1HU_pct,ResolvedDisagree_Within2HU_pct,ResolvedDisagree_Within5HU_pct,ResolvedDisagree_Within10HU_pct,ResolvedDisagree_Within20HU_pct
C121,Chest,392,130.0,102760448,1.4307069410474933,1.093318223953247,1.7782845497131348,22194,0.02159780385542889,0.7301629692023323,69.82067225376228,100.0,100.0,100.0,100.0,0,0.0,,,,,,,12814,0.012469778255540498,0.7304766187434154,69.77524582487904,100.0,100.0,100.0,100.0,9380,0.009128025599888392,0.7297344931661447,69.88272921108742,100.0,100.0,100.0,100.0
C135,Chest,355,130.0,93061120,1.6970538172923344,1.4804710149765015,2.181016445159912,28633,0.030767951213138203,0.8463275496285972,59.97625117870988,99.04655467467607,100.0,100.0,100.0,0,0.0,,,,,,,15305,0.01644618074658891,0.8542919459275972,59.503430251551784,99.00686050310357,100.0,100.0,100.0,13328,0.014321770466549295,0.8371817599109956,60.519207683073226,99.0921368547419,100.0,100.0,100.0
C170,Chest,359,130.0,94109696,1.5500202305137614,1.0509520769119263,1.8765054941177368,28325,0.03009785516680449,0.7975244097528685,63.95057369814651,100.0,100.0,100.0,100.0,0,0.0,,,,,,,15808,0.016797419045961003,0.8004333789532001,63.68927125506073,100.0,100.0,100.0,100.0,12517,0.013300436120843489,0.793850607314677,64.28057841335783,100.0,100.0,100.0,100.0
C249,Chest,350,130.0,91750400,1.3954399119104657,1.1766360998153687,1.8393805027008057,14242,0.015522548130580358,0.712544787685082,72.07555118663109,100.0,100.0,100.0,100.0,0,0.0,,,,,,,7704,0.008396693638392858,0.7172948851144697,71.72897196261682,100.0,100.0,100.0,100.0,6538,0.0071258544921875,0.7069475483770362,72.48394004282655,100.0,100.0,100.0,100.0
C280,Chest,369,130.0,96731136,1.9979007767467964,1.4634829759597778,2.3374171257019043,38719,0.04002744266334265,1.0128989122497596,49.68361786203156,95.93481236602184,100.0,100.0,100.0,0,0.0,,,,,,,22926,0.023700745125127032,1.015385390555142,49.58562330977929,95.82133821861642,100.0,100.0,100.0,15793,0.016326697538215616,1.0092894016039542,49.82587222187045,96.09953776989805,100.0,100.0,100.0
L006,Abdomen,215,130.0,56360960,0.7586582025816274,0.5791661143302917,0.9313881397247314,13567,0.024071626884992734,0.3716784944194783,100.0,100.0,100.0,100.0,100.0,0,0.0,,,,,,,7598,0.013480962708938954,0.3704111652017801,100.0,100.0,100.0,100.0,100.0,5969,0.010590664176053779,0.37329169049856553,100.0,100.0,100.0,100.0,100.0
L107,Abdomen,202,130.0,52953088,1.5399996366831337,1.131596565246582,1.7075921297073364,28501,0.05382311226117729,0.7798152787196612,64.34511069787025,100.0,100.0,100.0,100.0,0,0.0,,,,,,,15406,0.029093676274365717,0.7861257288404274,63.98156562378294,100.0,100.0,100.0,100.0,13095,0.02472943598681157,0.772391163060209,64.77281405116457,100.0,100.0,100.0,100.0
L220,Abdomen,156,130.0,40894464,1.3723077315550585,1.0881150960922241,1.546233892440796,28879,0.07061836047050281,0.7239593323043453,69.36528273139652,100.0,100.0,100.0,100.0,0,0.0,,,,,,,16023,0.03918134249173678,0.7406354707880859,67.93359545653124,100.0,100.0,100.0,100.0,12856,0.031437017978766024,0.7031751251695463,71.14965774735532,100.0,100.0,100.0,100.0
L221,Abdomen,99,130.0,25952256,1.4126078853703508,1.187345027923584,1.5850720405578613,13801,0.053178421174636996,0.7028562790258631,71.95130787624085,100.0,100.0,100.0,100.0,0,0.0,,,,,,,6742,0.025978473701862372,0.7135675883512403,70.60219519430436,100.0,100.0,100.0,100.0,7059,0.02719994747277462,0.6926259847247308,73.2398356707749,100.0,100.0,100.0,100.0
L241,Abdomen,155,130.0,40632320,1.987586506720512,1.4657549858093262,2.3082921504974365,39949,0.09831828455771169,1.044808788309587,48.08130366216927,94.76582642869658,100.0,100.0,100.0,0,0.0,,,,,,,22066,0.054306522492439516,1.0613743762940582,46.977250067977884,94.48472763527599,100.0,100.0,100.0,17883,0.04401176206527218,1.024368355246603,49.44360565900576,95.11267684392999,100.0,100.0,100.0
