PatientID,BodyType,NumSlices,Threshold_HU,NumPixels,MeanCorrectionAt130_HU,MinCorrectionAt130_HU,MaxCorrectionAt130_HU,FlipUp_Count,FlipUp_pct,FlipUp_MeanDistance_HU,FlipUp_Within1HU_pct,FlipUp_Within2HU_pct,FlipUp_Within5HU_pct,FlipUp_Within10HU_pct,FlipUp_Within20HU_pct,FlipDown_Count,FlipDown_pct,FlipDown_MeanDistance_HU,FlipDown_Within1HU_pct,FlipDown_Within2HU_pct,FlipDown_Within5HU_pct,FlipDown_Within10HU_pct,FlipDown_Within20HU_pct,NewDisagree_Count,NewDisagree_pct,NewDisagree_MeanDistance_HU,NewDisagree_Within1HU_pct,NewDisagree_Within2HU_pct,NewDisagree_Within5HU_pct,NewDisagree_Within10HU_pct,NewDisagree_Within20HU_pct,ResolvedDisagree_Count,ResolvedDisagree_pct,ResolvedDisagree_MeanDistance_HU,ResolvedDisagree_Within1HU_pct,ResolvedDisagree_Within2HU_pct,ResolvedDisagree_Within5HU_pct,ResolvedDisagree_Within10HU_pct,ResolvedDisagree_Within20HU_pct
C121,Chest,392,130.0,102760448,18.015873395666784,9.831550598144531,31.19024658203125,328366,0.31954512304189253,10.121685443391483,4.7185153152275205,9.523519487401254,24.694700425744443,52.57426164706455,91.75401838192748,0,0.0,,,,,,,203789,0.19831462782256457,10.403102669990277,4.386890362090202,8.86995863368484,23.25346314079759,50.660241720603175,91.13494840251437,124577,0.12123049521932797,9.661329823913185,5.261003234947061,10.592645512414009,27.052345135940023,55.705306758069305,92.766722589242
C135,Chest,355,130.0,93061120,24.422387050574933,17.678796768188477,38.146270751953125,472517,0.5077491008060079,12.802329392050973,3.634366594217774,7.308731749333886,18.806095865333944,39.59794039156263,81.45505875979066,0,0.0,,,,,,,281501,0.302490449287522,13.354995586334784,3.2351572463330505,6.541362197647611,17.061040635734866,36.86523316080582,79.34003786842676,191016,0.2052586515184859,11.987863216567101,4.222682916614315,8.43960715332747,21.37779034217029,43.625141349415756,84.57197302843741
C170,Chest,359,130.0,94109696,19.878238526559475,10.230483055114746,30.391008377075195,449943,0.47810482779585217,11.424661137415947,4.025843273481308,8.13569718831052,21.075558459627107,45.24084161771602,85.17478880658217,0,0.0,,,,,,,278317,0.2957367963445552,11.820366586170037,3.6174577909362347,7.344143548543567,19.3595791848863,42.78682222070517,83.87234700000359,171626,0.182368031451297,10.782966229245842,4.688100870497477,9.419318751238157,23.85827322200599,49.22039784181884,87.28689126356147
C249,Chest,350,130.0,91750400,15.29102919442313,8.861841201782227,28.170623779296875,177048,0.19296700613839285,9.119427753062553,5.797862726492251,11.688355700149112,29.796439383669966,62.02498757399123,92.70706249152772,0,0.0,,,,,,,106992,0.11661202566964286,9.582271438445748,5.164872139973082,10.520412741139525,27.441304022730673,58.96328697472708,91.64049648571856,70056,0.07635498046875,8.412556514846717,6.764588329336531,13.472079479273724,33.39328537170264,66.70092497430628,94.33595980358571
C280,Chest,369,130.0,96731136,30.783748771440045,17.906333923339844,37.52792739868164,708707,0.7326565460784003,14.786255331507325,2.7143798495005695,5.479415329607299,14.181742243268374,30.267797552444097,69.41641609296931,0,0.0,,,,,,,460670,0.47623755809091295,15.165191083986707,2.4677100744567695,4.979052249983719,13.008878372804828,28.38061953242017,67.75153580654265,248037,0.2564189879874873,14.082471845296455,3.172510552861065,6.408721279486528,16.36005918471841,33.77278389917633,72.5085370327814
L006,Abdomen,215,130.0,56360960,-0.07024790043834336,-2.123465061187744,2.269498825073242,9615,0.017059681027434593,0.825928991261213,63.56734269370775,97.7743109724389,100.0,100.0,100.0,11381,0.020193055618640987,0.6706612150150195,75.66997627624988,99.65732360952465,100.0,100.0,100.0,10948,0.019424793332122093,0.7555314977978284,69.08111070515163,98.7120935330654,100.0,100.0,100.0,10048,0.017827943313953487,0.7267658938268188,71.26791401273886,98.88535031847134,100.0,100.0,100.0
L107,Abdomen,202,130.0,52953088,3.3591099414896073,-0.9290568232536316,7.494645595550537,71592,0.13519891417852722,2.2875056397330096,24.171695161470556,47.921555481059336,93.85545871047044,100.0,100.0,282,0.0005325468459931931,0.2834732380319149,100.0,100.0,100.0,100.0,100.0,41585,0.07853177514406715,2.386511008842957,22.563424311650834,45.24948899843694,92.98785619814836,100.0,100.0,30289,0.05719968588045328,2.132918993642494,27.085740697943148,52.07501072996798,95.10383307471359,100.0,100.0
L220,Abdomen,156,130.0,40894464,0.46748050389429313,-2.6176693439483643,4.560855865478516,40101,0.09805972759540264,1.5736863875501468,37.101319169098026,68.29505498615994,100.0,100.0,100.0,3259,0.007969293838892227,0.5754089261827823,82.35655108929119,98.46578705124271,100.0,100.0,100.0,25410,0.062135549692007214,1.5601377496940796,37.922077922077925,68.551751279024,100.0,100.0,100.0,17950,0.04389347174228766,1.411618693147197,44.155988857938716,73.40947075208913,100.0,100.0,100.0
L221,Abdomen,99,130.0,25952256,0.8108749989446046,-1.467004656791687,4.822428226470947,20715,0.0798196503610322,1.5605064206096881,34.76224957760077,65.64325368090755,100.0,100.0,100.0,1147,0.004419654306739268,0.434905659975752,92.0662598081953,100.0,100.0,100.0,100.0,11240,0.04331030026830808,1.5557635650091748,35.55160142348755,65.44483985765125,100.0,100.0,100.0,10622,0.040929004399463384,1.4439790007803674,40.114855959329695,69.56317077763133,100.0,100.0,100.0
L241,Abdomen,155,130.0,40632320,5.651634853837952,-0.3534742593765259,9.222545623779297,135443,0.3333380914503528,3.546087163720682,14.040592721661511,28.211129404989553,71.27204802020037,100.0,100.0,31,7.62939453125e-05,0.10484658518145161,100.0,100.0,100.0,100.0,100.0,81892,0.2015439925655242,3.6912307511937406,12.54457089825624,25.71435549260001,68.79915010013188,100.0,100.0,53582,0.13187039283014113,3.3222661854362823,16.376768317718636,32.06860512858796,75.06811989100818,100.0,100.0
