PatientID,BodyType,NumSlices,Threshold_HU,NumPixels,CorrectionSupportAt130_Count,MeanCorrectionAt130_HU,MinCorrectionAt130_HU,MaxCorrectionAt130_HU,FlipUp_Count,FlipUp_pct,FlipUp_MeanDistance_HU,FlipUp_Within1HU_pct,FlipUp_Within2HU_pct,FlipUp_Within5HU_pct,FlipUp_Within10HU_pct,FlipUp_Within20HU_pct,FlipDown_Count,FlipDown_pct,FlipDown_MeanDistance_HU,FlipDown_Within1HU_pct,FlipDown_Within2HU_pct,FlipDown_Within5HU_pct,FlipDown_Within10HU_pct,FlipDown_Within20HU_pct,NewDisagree_Count,NewDisagree_pct,NewDisagree_MeanDistance_HU,NewDisagree_Within1HU_pct,NewDisagree_Within2HU_pct,NewDisagree_Within5HU_pct,NewDisagree_Within10HU_pct,NewDisagree_Within20HU_pct,ResolvedDisagree_Count,ResolvedDisagree_pct,ResolvedDisagree_MeanDistance_HU,ResolvedDisagree_Within1HU_pct,ResolvedDisagree_Within2HU_pct,ResolvedDisagree_Within5HU_pct,ResolvedDisagree_Within10HU_pct,ResolvedDisagree_Within20HU_pct
C121,Chest,392,130.0,102760448,15246,12.70238320135967,6.461874961853027,28.45478630065918,218057,0.21219934735979354,7.528905217375969,7.105940189950334,14.343497342437987,37.16276019572864,69.97482309671325,99.807389810921,0,0.0,,,,,,,132724,0.1291586428272481,7.719713882175428,6.73804285585124,13.623007142641873,35.68005786444049,68.50607275247883,99.80184442904071,85333,0.08304070453254545,7.232128039642763,7.6781549927929404,15.464122906730104,39.468904175406934,72.2592666377603,99.81601490630823
C135,Chest,355,130.0,93061120,17075,17.258451129583804,11.569308280944824,29.77670669555664,329028,0.3535611864546655,9.683961035361637,5.219616567586953,10.491204395978457,26.98037856960502,56.79790169833571,90.65459474573592,0,0.0,,,,,,,191521,0.2058013056365537,10.097222438008389,4.758224946611599,9.609912228946174,25.053649469248803,54.12722364649307,89.48679257104965,137507,0.14775988081811178,9.108366927207854,5.862247012879345,11.718676140123776,29.66394438101333,60.51764637436639,92.28112023387901
C170,Chest,359,130.0,94109696,17925,14.098032357310318,5.967395782470703,23.4522647857666,290770,0.3089692267202733,8.375433690711032,6.230353887952678,12.588300030952299,32.60412009492038,63.860783437080855,99.85589985211679,0,0.0,,,,,,,175110,0.18607009420155815,8.652838158815799,5.751242076409114,11.671520758380447,30.75952258580321,61.71492204899777,99.8343898121181,115660,0.12289913251871518,7.9554416150550376,6.955732318865641,13.97630987376794,35.396852844544355,67.1096316790593,99.88846619401694
C249,Chest,350,130.0,91750400,9918,8.425356540042419,3.434354543685913,18.628215789794922,91000,0.09918212890625,5.542066889165522,11.275824175824177,22.734065934065935,55.72087912087912,81.64395604395604,100.0,0,0.0,,,,,,,52880,0.05763462611607143,5.795903211354127,10.450075642965205,21.276475037821484,53.2375189107413,79.78063540090771,100.0,38120,0.04154750279017857,5.1899455211595376,12.421301154249738,24.756033578174186,59.16579223504722,84.22875131164743,100.0
C280,Chest,369,130.0,96731136,19241,23.615288992717666,13.130325317382812,29.453569412231445,513677,0.5310358393806106,11.477444584355174,3.7469071031017545,7.560198334751215,19.551585918777754,41.71940733184472,90.9051797141005,0,0.0,,,,,,,326381,0.33741049004117973,11.721149286548448,3.4867225726987785,7.029514585714242,18.3546223585319,40.027146188044036,90.43970084042883,187296,0.1936253493394309,11.052765958190637,4.200303263283786,8.48496497522638,21.637408166752092,44.668332479070564,91.71632069024432
L006,Abdomen,215,130.0,56360960,18427,-0.22599328023477003,-1.3737187385559082,0.5231143832206726,805,0.0014282936273619187,0.10705399602096273,100.0,100.0,100.0,100.0,100.0,5048,0.008956554324127907,0.32332629220421455,95.97860538827258,100.0,100.0,100.0,100.0,2826,0.005014109057049418,0.28982809597266457,96.35527246992216,100.0,100.0,100.0,100.0,3027,0.005370738894440407,0.29708470123059133,96.69639907499175,100.0,100.0,100.0,100.0
L107,Abdomen,202,130.0,52953088,18321,2.149036231106542,0.8682933449745178,3.031743288040161,39411,0.07442625442353806,1.1155412280052286,46.494633477963006,88.30783283854761,100.0,100.0,100.0,0,0.0,,,,,,,21671,0.04092490318978187,1.1367123059763047,45.43399012505191,87.54095334779198,100.0,100.0,100.0,17740,0.03350135123375619,1.089678858743042,47.79030439684329,89.24464487034949,100.0,100.0,100.0
L220,Abdomen,156,130.0,40894464,19762,1.6620740823497848,-0.1197102889418602,2.2752609252929688,34284,0.08383530836838943,0.8880625987272671,57.52537626881344,98.43658849609147,100.0,100.0,100.0,7,1.711723132011218e-05,0.054042271205357144,100.0,100.0,100.0,100.0,100.0,19325,0.0472557850373097,0.9135617306254042,55.529107373868044,98.24579560155239,100.0,100.0,100.0,14966,0.03659664056239984,0.8547464911351146,60.12294534277696,98.68368301483362,100.0,100.0,100.0
L221,Abdomen,99,130.0,25952256,9871,1.6743396967272062,0.8006139993667603,2.3440301418304443,16844,0.06490379872948232,0.8983434397657363,58.70339586796485,96.27760626929471,100.0,100.0,100.0,0,0.0,,,,,,,8325,0.03207813609730114,0.9173309197869745,56.972972972972975,96.01201201201201,100.0,100.0,100.0,8519,0.03282566263218119,0.8797883545237117,60.39441248972884,96.53715224791642,100.0,100.0,100.0
L241,Abdomen,155,130.0,40632320,19195,3.066670108630217,1.1239013671875,3.786222457885742,59143,0.1455565421811996,1.561116448394939,32.47383460426424,64.9747222832795,100.0,100.0,100.0,0,0.0,,,,,,,33267,0.08187324770035283,1.591736718667805,31.16000841674933,63.612589052213906,100.0,100.0,100.0,25876,0.06368329448084678,1.5217500557798491,34.16293090122121,66.72592363580152,100.0,100.0,100.0
